title,longitude,latitude,temporarilyClosed,totalScore,reviewsCount,categoryName,Dine_in,Outdoor_Seating
Bean & Bean Wall St,-74.0124258,40.7073176,FALSE,4.2,,Coffee shop,TRUE,
O'Hara's,-74.0126642,40.7095008,FALSE,4.5,,Irish restaurant,TRUE,
City Vineyard,-74.0126904,40.7213685,FALSE,4.5,,Wine bar,TRUE,TRUE
The Palm - Tribeca,-74.0126991,40.7165789,FALSE,4.3,,Steak house,TRUE,
TGI Fridays,-74.0129604,40.7065228,FALSE,3,,Restaurant,TRUE,
Wendy's,-74.0130246,40.701009,FALSE,3.8,,Fast food restaurant,TRUE,
JOE & THE JUICE,-74.0131684,40.7127757,FALSE,3.9,,Juice shop,TRUE,
Suspenders,-74.0136235,40.7085984,FALSE,4.3,,American restaurant,TRUE,
Blarney Stone,-74.0138025,40.7063433,TRUE,3.9,,Gastropub,TRUE,
Morton's The Steakhouse,-74.0139538,40.7097005,FALSE,4.4,,Restaurant,TRUE,
Schilling Restaurant & Bar,-74.0139894,40.7085747,FALSE,4.3,,Austrian restaurant,TRUE,
Dunkin',-74.0141237,40.7080549,FALSE,3.9,,Coffee shop,TRUE,
Bill's Bar & Burger,-74.0141839,40.7095222,FALSE,4.2,,Hamburger restaurant,TRUE,
Shake Shack,-74.0149039,40.7152344,FALSE,4.3,,Hamburger restaurant,TRUE,TRUE
Del Frisco's Grille,-74.0150122,40.7140038,FALSE,4.1,,Steak house,TRUE,TRUE
Blue Smoke,-74.0153591,40.7146267,FALSE,4.4,,Southern restaurant (US),TRUE,
Hudson Eats,-74.0154149,40.7131304,FALSE,4.2,,Restaurant,TRUE,
Seamore's Brookfield Place,-74.0154954,40.7141782,FALSE,4,,Seafood restaurant,TRUE,TRUE
Atrio Wine Bar & Restaurant,-74.0155621,40.7150499,FALSE,4.3,,Restaurant,TRUE,
Chopt Creative Salad,-74.0157971,40.7127824,FALSE,3.7,,Salad shop,TRUE,
Parm,-74.0161101,40.7144287,TRUE,4,,Italian restaurant,TRUE,
P.J. Clarke's,-74.016182,40.713756,FALSE,4.2,,American restaurant,TRUE,TRUE
Chipotle Mexican Grill,-74.0163696,40.7107027,FALSE,4,,Mexican restaurant,TRUE,
2West,-74.0177778,40.7055556,FALSE,4.3,,New American restaurant,TRUE,
